,time, open,close,fluctuation,date
47,1511586000,465.86,471.36,1.0, 
48,1511589600,471.36,466.62,-1.0, 
49,1511593200,466.62,462.48,-1.0, 
50,1511596800,462.48,457.73,-1.0, 
51,1511600400,457.73,460.18,1.0, 
52,1511604000,460.18,466.91,1.0, 
53,1511607600,466.91,463.78,-1.0, 
54,1511611200,463.78,473.64,1.0, 
55,1511614800,473.64,472.81,-1.0, 
56,1511618400,472.81,474.72,1.0, 
57,1511622000,474.72,472.4,-1.0, 
58,1511625600,472.4,467.86,-1.0, 
59,1511629200,467.86,467.7,-1.0, 
60,1511632800,467.7,468.69,1.0, 
61,1511636400,468.69,470.35,1.0, 
62,1511640000,470.35,469.75,-1.0, 
63,1511643600,469.75,468.4,-1.0, 
64,1511647200,468.4,464.61,-1.0, 
65,1511650800,464.61,452.07,-1.0, 
66,1511654400,452.07,461.91,1.0, 
67,1511658000,461.91,460.64,-1.0, 
68,1511661600,460.64,458.8,-1.0, 
69,1511665200,458.8,455.17,-1.0, 
70,1511668800,455.17,457.48,1.0, 
71,1511672400,457.48,453.11,-1.0, 
72,1511676000,453.11,460.53,1.0, 
73,1511679600,460.53,460.58,1.0, 
74,1511683200,460.58,459.0,-1.0, 
75,1511686800,459.0,460.87,1.0, 
76,1511690400,460.87,462.77,1.0, 
77,1511694000,462.77,462.99,1.0, 
78,1511697600,462.99,462.31,-1.0, 
79,1511701200,462.31,459.51,-1.0, 
80,1511704800,459.51,458.29,-1.0, 
81,1511708400,458.29,451.97,-1.0, 
82,1511712000,451.97,458.65,1.0, 
83,1511715600,458.65,454.55,-1.0, 
84,1511719200,454.55,457.19,1.0, 
85,1511722800,457.19,460.66,1.0, 
86,1511726400,460.66,465.62,1.0, 
87,1511730000,465.62,468.78,1.0, 
88,1511733600,468.78,470.54,1.0, 
89,1511737200,470.54,467.2,-1.0, 
90,1511740800,467.2,473.0,1.0, 
91,1511744400,473.0,469.87,-1.0, 
92,1511748000,469.87,471.17,1.0, 
93,1511751600,471.17,483.18,1.0, 
94,1511755200,483.18,484.05,1.0, 
95,1511758800,484.05,489.09,1.0, 
96,1511762400,489.09,487.01,-1.0, 
97,1511766000,487.01,485.2,-1.0, 
98,1511769600,485.2,469.8,-1.0, 
99,1511773200,469.8,473.21,1.0, 
100,1511776800,473.21,477.26,1.0, 
101,1511780400,477.26,476.04,-1.0, 
102,1511784000,476.04,477.79,1.0, 
103,1511787600,477.79,480.3,1.0, 
104,1511791200,480.3,476.59,-1.0, 
105,1511794800,476.59,471.22,-1.0, 
106,1511798400,471.22,470.44,-1.0, 
107,1511802000,470.44,470.28,-1.0, 
108,1511805600,470.28,469.18,-1.0, 
109,1511809200,469.18,472.63,1.0, 
110,1511812800,472.63,474.44,1.0, 
111,1511816400,474.44,475.79,1.0, 
112,1511820000,475.79,475.24,-1.0, 
113,1511823600,475.24,473.72,-1.0, 
114,1511827200,473.72,473.64,-1.0, 
115,1511830800,473.64,473.37,-1.0, 
116,1511834400,473.37,474.96,1.0, 
117,1511838000,474.96,475.34,1.0, 
118,1511841600,475.34,474.74,-1.0, 
119,1511845200,474.74,474.57,-1.0, 
120,1511848800,474.57,474.65,1.0, 
121,1511852400,474.65,473.56,-1.0, 
122,1511856000,473.56,472.23,-1.0, 
123,1511859600,472.23,471.61,-1.0, 
124,1511863200,471.61,468.29,-1.0, 
125,1511866800,468.29,460.39,-1.0, 
126,1511870400,460.39,468.76,1.0, 
127,1511874000,468.76,470.08,1.0, 
128,1511877600,470.08,468.53,-1.0, 
129,1511881200,468.53,468.41,-1.0, 
130,1511884800,468.41,465.64,-1.0, 
131,1511888400,465.64,465.33,-1.0, 
132,1511892000,465.33,466.14,1.0, 
133,1511895600,466.14,469.15,1.0, 
134,1511899200,469.15,471.87,1.0, 
135,1511902800,471.87,467.36,-1.0, 
136,1511906400,467.36,466.27,-1.0, 
137,1511910000,466.27,470.73,1.0, 
138,1511913600,470.73,467.3,-1.0, 
139,1511917200,467.3,477.03,1.0, 
140,1511920800,477.03,473.04,-1.0, 
141,1511924400,473.04,475.61,1.0, 
142,1511928000,475.61,462.24,-1.0, 
143,1511931600,462.24,461.27,-1.0, 
144,1511935200,461.27,469.81,1.0, 
145,1511938800,469.81,471.48,1.0, 
146,1511942400,471.48,473.26,1.0, 
147,1511946000,473.26,476.24,1.0, 
148,1511949600,476.24,477.85,1.0, 
149,1511953200,477.85,506.61,1.0, 
150,1511956800,506.61,504.06,-1.0, 
151,1511960400,504.06,504.08,1.0, 
152,1511964000,504.08,486.45,-1.0, 
153,1511967600,486.45,486.55,1.0, 
154,1511971200,486.55,482.55,-1.0, 
155,1511974800,482.55,475.41,-1.0, 
156,1511978400,475.41,430.47,-1.0, 
157,1511982000,430.47,419.92,-1.0, 
158,1511985600,419.92,442.91,1.0, 
159,1511989200,442.91,437.37,-1.0, 
160,1511992800,437.37,427.42,-1.0, 
161,1511996400,427.42,440.87,1.0, 
162,1512000000,440.87,453.12,1.0, 
163,1512003600,453.12,449.67,-1.0, 
164,1512007200,449.67,456.77,1.0, 
165,1512010800,456.77,454.43,-1.0, 
166,1512014400,454.43,444.22,-1.0, 
167,1512018000,444.22,435.9,-1.0, 
168,1512021600,435.9,442.45,1.0, 
169,1512025200,442.45,446.08,1.0, 
170,1512028800,446.08,446.85,1.0, 
171,1512032400,446.85,425.29,-1.0, 
172,1512036000,425.29,428.9,1.0, 
173,1512039600,428.9,429.58,1.0, 
174,1512043200,429.58,404.31,-1.0, 
175,1512046800,404.31,414.06,1.0, 
176,1512050400,414.06,406.88,-1.0, 
177,1512054000,406.88,412.09,1.0, 
178,1512057600,412.09,419.68,1.0, 
179,1512061200,419.68,423.82,1.0, 
180,1512064800,423.82,435.02,1.0, 
181,1512068400,435.02,420.57,-1.0, 
182,1512072000,420.57,431.96,1.0, 
183,1512075600,431.96,435.36,1.0, 
184,1512079200,435.36,434.85,-1.0, 
185,1512082800,434.85,431.37,-1.0, 
186,1512086400,431.37,428.9,-1.0, 
187,1512090000,428.9,431.89,1.0, 
188,1512093600,431.89,429.48,-1.0, 
189,1512097200,429.48,433.18,1.0, 
190,1512100800,433.18,424.54,-1.0, 
191,1512104400,424.54,420.73,-1.0, 
192,1512108000,420.73,421.18,1.0, 
193,1512111600,421.18,427.31,1.0, 
194,1512115200,427.31,435.07,1.0, 
195,1512118800,435.07,429.54,-1.0, 
196,1512122400,429.54,434.3,1.0, 
197,1512126000,434.3,443.25,1.0, 
198,1512129600,443.25,456.16,1.0, 
199,1512133200,456.16,449.74,-1.0, 
200,1512136800,449.74,449.57,-1.0, 
201,1512140400,449.57,452.85,1.0, 
202,1512144000,452.85,451.71,-1.0, 
203,1512147600,451.71,453.18,1.0, 
204,1512151200,453.18,456.32,1.0, 
205,1512154800,456.32,466.07,1.0, 
206,1512158400,466.07,466.13,1.0, 
207,1512162000,466.13,460.43,-1.0, 
208,1512165600,460.43,461.58,1.0, 
209,1512169200,461.58,463.65,1.0, 
210,1512172800,463.65,470.2,1.0, 
211,1512176400,470.2,468.06,-1.0, 
212,1512180000,468.06,465.23,-1.0, 
213,1512183600,465.23,461.17,-1.0, 
214,1512187200,461.17,464.36,1.0, 
215,1512190800,464.36,466.45,1.0, 
216,1512194400,466.45,465.37,-1.0, 
217,1512198000,465.37,463.16,-1.0, 
218,1512201600,463.16,470.11,1.0, 
219,1512205200,470.11,466.58,-1.0, 
220,1512208800,466.58,461.22,-1.0, 
221,1512212400,461.22,462.63,1.0, 
222,1512216000,462.63,461.2,-1.0, 
223,1512219600,461.2,457.63,-1.0, 
224,1512223200,457.63,452.89,-1.0, 
225,1512226800,452.89,456.66,1.0, 
226,1512230400,456.66,459.58,1.0, 
227,1512234000,459.58,461.36,1.0, 
228,1512237600,461.36,459.78,-1.0, 
229,1512241200,459.78,458.11,-1.0, 
230,1512244800,458.11,461.46,1.0, 
231,1512248400,461.46,459.52,-1.0, 
232,1512252000,459.52,457.96,-1.0, 
233,1512255600,457.96,456.78,-1.0, 
234,1512259200,456.78,458.56,1.0, 
235,1512262800,458.56,457.92,-1.0, 
236,1512266400,457.92,456.52,-1.0, 
237,1512270000,456.52,461.19,1.0, 
238,1512273600,461.19,461.73,1.0, 
239,1512277200,461.73,464.76,1.0, 
240,1512280800,464.76,466.28,1.0, 
241,1512284400,466.28,466.22,-1.0, 
242,1512288000,466.22,465.61,-1.0, 
243,1512291600,465.61,466.35,1.0, 
244,1512295200,466.35,477.19,1.0, 
245,1512298800,477.19,477.53,1.0, 
246,1512302400,477.53,477.53,0.0, 
247,1512306000,477.53,477.0,-1.0, 
248,1512309600,477.0,477.67,1.0, 
249,1512313200,477.67,476.0,-1.0, 
250,1512316800,476.0,477.47,1.0, 
251,1512320400,477.47,478.73,1.0, 
252,1512324000,478.73,479.39,1.0, 
253,1512327600,479.39,467.96,-1.0, 
254,1512331200,467.96,455.2,-1.0, 
255,1512334800,455.2,461.11,1.0, 
256,1512338400,461.11,462.81,1.0, 
257,1512342000,462.81,460.99,-1.0, 
258,1512345600,460.99,464.28,1.0, 
259,1512349200,464.28,459.34,-1.0, 
260,1512352800,459.34,463.49,1.0, 
261,1512356400,463.49,464.62,1.0, 
262,1512360000,464.62,465.14,1.0, 
263,1512363600,465.14,465.25,1.0, 
264,1512367200,465.25,470.25,1.0, 
265,1512370800,470.25,470.25,0.0, 
266,1512374400,470.25,466.45,-1.0, 
267,1512378000,466.45,462.31,-1.0, 
268,1512381600,462.31,457.28,-1.0, 
269,1512385200,457.28,456.8,-1.0, 
270,1512388800,456.8,459.73,1.0, 
271,1512392400,459.73,463.83,1.0, 
272,1512396000,463.83,462.28,-1.0, 
273,1512399600,462.28,458.76,-1.0, 
274,1512403200,458.76,460.19,1.0, 
275,1512406800,460.19,456.92,-1.0, 
276,1512410400,456.92,458.12,1.0, 
277,1512414000,458.12,459.69,, 
