time, open,close,fluctuation
1512072000,420.57,431.96,
1512075600,431.96,435.36,
1512079200,435.36,434.85,
1512082800,434.85,431.37,
1512086400,431.37,428.9,
1512090000,428.9,431.89,
1512093600,431.89,429.48,
1512097200,429.48,433.18,
1512100800,433.18,424.54,
1512104400,424.54,420.73,
1512108000,420.73,421.18,
1512111600,421.18,427.31,
1512115200,427.31,435.07,
1512118800,435.07,429.54,
1512122400,429.54,434.3,
1512126000,434.3,443.25,
1512129600,443.25,456.16,
1512133200,456.16,449.74,
1512136800,449.74,449.57,
1512140400,449.57,452.85,
1512144000,452.85,451.71,
1512147600,451.71,453.18,
1512151200,453.18,456.32,
1512154800,456.32,466.07,
1512158400,466.07,466.13,
1512162000,466.13,460.43,
1512165600,460.43,461.58,
1512169200,461.58,463.65,
1512172800,463.65,470.2,
1512176400,470.2,468.06,
1512180000,468.06,465.23,
1512183600,465.23,461.17,
1512187200,461.17,464.36,
1512190800,464.36,466.45,
1512194400,466.45,465.37,
1512198000,465.37,463.16,
1512201600,463.16,470.11,
1512205200,470.11,466.58,
1512208800,466.58,461.22,
1512212400,461.22,462.63,
1512216000,462.63,461.2,
1512219600,461.2,457.63,
1512223200,457.63,452.89,
1512226800,452.89,456.66,
1512230400,456.66,459.58,
1512234000,459.58,461.36,
1512237600,461.36,459.78,
1512241200,459.78,458.11,
1512244800,458.11,461.46,
1512248400,461.46,459.52,
1512252000,459.52,457.96,
1512255600,457.96,456.78,
1512259200,456.78,458.56,
1512262800,458.56,457.92,
1512266400,457.92,456.52,
1512270000,456.52,461.19,
1512273600,461.19,461.73,
1512277200,461.73,464.76,
1512280800,464.76,466.28,
1512284400,466.28,466.22,
1512288000,466.22,465.61,
1512291600,465.61,466.35,
1512295200,466.35,477.19,
1512298800,477.19,477.53,
1512302400,477.53,477.53,
1512306000,477.53,477,
1512309600,477,477.67,
1512313200,477.67,476,
1512316800,476,477.47,
1512320400,477.47,478.73,
1512324000,478.73,479.39,
1512327600,479.39,467.96,
1512331200,467.96,455.2,
1512334800,455.2,461.11,
1512338400,461.11,462.81,
1512342000,462.81,460.99,
1512345600,460.99,464.28,
1512349200,464.28,459.34,
1512352800,459.34,463.49,
1512356400,463.49,464.62,
1512360000,464.62,465.14,
1512363600,465.14,465.25,
1512367200,465.25,470.25,
1512370800,470.25,470.25,
1512374400,470.25,466.45,
1512378000,466.45,462.31,
1512381600,462.31,457.28,
1512385200,457.28,456.8,
1512388800,456.8,459.73,
1512392400,459.73,463.83,
1512396000,463.83,462.28,
1512399600,462.28,458.76,
1512403200,458.76,460.19,
1512406800,460.19,456.92,
1512410400,456.92,458.12,
1512414000,458.12,459.69,
